student_id,first_name,email,enrollment_date,program,enrollment_status,gpa,credits_attempted,credits_completed,failed_courses,attendance_rate,lms_logins_last_30d,assignments_submitted,assignments_total,late_submissions,advisor_meetings,financial_aid,dropped_out
STU00193,Jackson,student00193@university.edu,2025-06-25 22:05:01.602807,Nursing,full_time,3.73,44,42,1,95.4,32,25,26,0,6,True,False
STU00194,Mia,student00194@university.edu,2024-03-02 22:05:01.602809,Engineering,full_time,3.6,92,83,1,99.3,34,20,21,1,6,False,False
STU00195,Logan,student00195@university.edu,2025-05-09 22:05:01.602810,Computer Science,full_time,2.84,103,88,1,87.3,29,28,33,3,3,False,False
STU00196,Elizabeth,student00196@university.edu,2024-03-17 22:05:01.602812,Liberal Arts,part_time,3.44,94,79,1,88.0,31,28,32,3,4,True,False
STU00197,Aria,student00197@university.edu,2025-10-18 22:05:01.602813,Business,part_time,3.23,86,68,2,81.6,22,18,25,3,4,True,False
STU00198,Madison,student00198@university.edu,2024-02-24 22:05:01.602815,Computer Science,part_time,3.4,71,65,0,90.4,32,24,26,1,5,False,False
STU00199,Emma,student00199@university.edu,2024-08-26 22:05:01.602817,Nursing,full_time,2.91,76,62,2,75.4,22,17,24,5,3,True,False
STU00200,Sofia,student00200@university.edu,2024-09-15 22:05:01.602818,Business,full_time,3.36,45,45,0,97.0,30,26,28,0,5,True,False
STU00201,Jack,student00201@university.edu,2024-12-19 22:05:01.602820,Engineering,full_time,3.33,68,62,1,90.6,30,31,33,0,5,True,False
STU00202,Charlotte,student00202@university.edu,2025-12-14 22:05:01.602821,Business,part_time,3.39,48,48,1,95.0,33,21,23,0,5,False,False
STU00203,Grace,student00203@university.edu,2024-11-23 22:05:01.602823,Business,full_time,2.63,102,74,3,70.7,18,23,33,8,3,False,True
STU00204,Olivia,student00204@university.edu,2025-01-01 22:05:01.602825,Engineering,full_time,3.08,81,63,2,81.5,26,26,33,5,4,True,False
STU00205,Aria,student00205@university.edu,2025-06-08 22:05:01.602826,Engineering,full_time,3.62,71,64,1,90.6,31,28,32,0,5,True,False
STU00206,Ethan,student00206@university.edu,2024-07-28 22:05:01.602828,Business,part_time,3.04,59,51,2,85.5,22,23,29,4,4,True,False
STU00207,Mason,student00207@university.edu,2025-06-07 22:05:01.602830,Engineering,full_time,3.42,54,54,1,88.5,38,31,34,4,5,True,False
STU00208,Sofia,student00208@university.edu,2024-07-25 22:05:01.602831,Computer Science,full_time,2.87,31,23,2,77.7,20,15,20,3,3,True,False
STU00209,Isabella,student00209@university.edu,2024-12-11 22:05:01.602833,Engineering,part_time,3.36,47,44,1,97.9,32,28,33,0,6,False,False
STU00210,Victoria,student00210@university.edu,2024-11-01 22:05:01.602834,Engineering,part_time,2.64,49,38,3,77.0,18,21,27,5,3,False,True
STU00211,Madison,student00211@university.edu,2025-08-20 22:05:01.602836,Business,full_time,2.01,73,47,5,61.8,11,19,34,9,0,True,False
STU00212,Layla,student00212@university.edu,2025-08-03 22:05:01.602838,Computer Science,full_time,3.48,72,65,0,93.8,31,24,27,0,6,True,False
STU00213,Joseph,student00213@university.edu,2025-10-18 22:05:01.602839,Liberal Arts,part_time,3.22,44,39,2,85.3,20,21,26,4,5,True,False
STU00214,Carter,student00214@university.edu,2024-06-07 22:05:01.602841,Liberal Arts,part_time,3.56,36,32,1,90.4,28,25,27,1,5,False,False
STU00215,Daniel,student00215@university.edu,2024-01-30 22:05:01.602843,Nursing,full_time,4.0,44,44,0,98.1,34,20,21,0,6,False,False
STU00216,Amelia,student00216@university.edu,2024-02-12 22:05:01.602844,Engineering,full_time,2.57,47,35,3,72.7,17,15,22,5,4,False,True
STU00217,Sebastian,student00217@university.edu,2025-06-25 22:05:01.602846,Engineering,full_time,3.6,85,73,1,91.4,31,24,28,2,4,True,False
STU00218,Sebastian,student00218@university.edu,2025-07-19 22:05:01.602847,Computer Science,part_time,3.53,38,37,1,94.7,32,18,20,0,5,False,False
STU00219,Daniel,student00219@university.edu,2025-09-26 22:05:01.602849,Liberal Arts,full_time,3.61,64,57,1,95.1,33,25,27,0,6,True,False
STU00220,Grace,student00220@university.edu,2025-05-16 22:05:01.602851,Nursing,full_time,3.8,66,58,1,88.6,32,25,27,0,6,True,False
STU00221,Jack,student00221@university.edu,2025-05-26 22:05:01.602852,Computer Science,full_time,3.18,69,58,2,94.1,27,21,26,3,4,True,False
STU00222,Riley,student00222@university.edu,2025-04-30 22:05:01.602854,Engineering,part_time,3.16,85,70,2,86.8,25,25,32,4,5,True,False
STU00223,Riley,student00223@university.edu,2024-02-08 22:05:01.602855,Liberal Arts,full_time,3.64,29,27,1,88.0,28,28,33,1,5,True,False
STU00224,Jack,student00224@university.edu,2025-05-02 22:05:01.602857,Nursing,full_time,2.06,46,30,4,63.9,13,16,30,7,2,True,True
STU00225,James,student00225@university.edu,2024-02-25 22:05:01.602859,Business,full_time,2.14,71,47,5,55.4,1,12,24,6,2,False,True
STU00226,Aria,student00226@university.edu,2024-07-01 22:05:01.602860,Liberal Arts,full_time,3.49,42,37,1,88.4,28,20,23,1,5,True,False
STU00227,Liam,student00227@university.edu,2024-09-30 22:05:01.602862,Nursing,full_time,3.7,59,56,0,90.2,33,27,29,2,6,True,False
STU00228,Olivia,student00228@university.edu,2024-11-08 22:05:01.602864,Computer Science,full_time,3.32,93,86,1,90.1,30,26,29,3,4,True,False
STU00229,Riley,student00229@university.edu,2025-10-29 22:05:01.602865,Business,full_time,3.14,76,65,2,78.1,23,27,32,3,5,True,False
STU00230,Victoria,student00230@university.edu,2025-04-26 22:05:01.602867,Nursing,part_time,2.72,74,57,3,78.4,23,25,34,8,4,True,False
STU00231,Riley,student00231@university.edu,2025-02-13 22:05:01.602868,Nursing,full_time,3.28,83,71,1,88.0,24,25,29,4,5,False,False
STU00232,Harper,student00232@university.edu,2024-07-07 22:05:01.602870,Engineering,full_time,3.69,76,72,0,93.6,31,31,33,2,5,True,False
STU00233,Riley,student00233@university.edu,2025-07-25 22:05:01.602872,Liberal Arts,full_time,3.81,80,72,1,95.6,34,29,29,1,5,True,False
STU00234,Liam,student00234@university.edu,2024-10-26 22:05:01.602873,Engineering,full_time,3.71,84,80,0,93.5,37,21,25,0,5,True,False
STU00235,Liam,student00235@university.edu,2024-07-20 22:05:01.602875,Business,full_time,3.89,96,89,0,95.1,30,28,31,3,5,True,False
STU00236,Logan,student00236@university.edu,2024-12-07 22:05:01.602876,Nursing,part_time,2.49,56,42,4,69.9,18,21,30,7,3,True,True
STU00237,Emily,student00237@university.edu,2024-05-28 22:05:01.602878,Engineering,full_time,2.64,42,33,3,78.3,17,14,20,4,2,True,False
STU00238,Victoria,student00238@university.edu,2025-03-31 22:05:01.602880,Liberal Arts,full_time,3.24,75,68,2,80.0,24,27,32,5,4,False,False
STU00239,Sebastian,student00239@university.edu,2024-02-28 22:05:01.602881,Business,part_time,2.19,39,25,5,58.8,13,13,24,7,2,False,True
STU00240,Madison,student00240@university.edu,2024-08-31 22:05:01.602883,Computer Science,full_time,3.46,75,65,1,84.5,28,29,33,3,4,False,False
STU00241,Emma,student00241@university.edu,2025-12-03 22:05:01.602884,Engineering,part_time,1.79,79,48,6,57.1,3,11,23,5,1,False,True
STU00242,Evelyn,student00242@university.edu,2025-01-19 22:05:01.602886,Business,full_time,2.04,52,34,5,62.7,4,13,23,5,2,True,True
STU00243,Liam,student00243@university.edu,2024-12-22 22:05:01.602888,Computer Science,full_time,3.08,70,55,2,83.2,20,21,26,3,4,True,False
STU00244,Lillian,student00244@university.edu,2024-11-02 22:05:01.602889,Engineering,full_time,3.13,78,67,2,86.2,25,24,28,2,4,True,False
STU00245,Carter,student00245@university.edu,2024-02-16 22:05:01.602891,Business,full_time,3.66,66,59,1,83.7,31,24,27,0,5,False,False
STU00246,Jacob,student00246@university.edu,2024-12-07 22:05:01.602893,Business,full_time,3.29,82,76,1,91.5,27,28,30,3,4,False,False
STU00247,Sebastian,student00247@university.edu,2025-12-07 22:05:01.602894,Engineering,full_time,3.37,86,81,1,94.9,29,27,32,4,5,True,False
STU00248,Ethan,student00248@university.edu,2025-08-15 22:05:01.602896,Business,full_time,3.16,39,33,2,92.8,29,27,33,7,4,True,False
STU00249,Sebastian,student00249@university.edu,2025-01-01 22:05:01.602897,Nursing,part_time,3.19,21,16,1,85.2,26,25,31,2,5,True,False
STU00250,Noah,student00250@university.edu,2024-02-08 22:05:01.602899,Engineering,full_time,2.58,55,37,4,68.7,18,18,27,6,3,True,True
STU00251,Mia,student00251@university.edu,2025-09-16 22:05:01.602901,Business,part_time,2.3,89,61,5,66.9,2,14,24,6,2,False,True
STU00252,Harper,student00252@university.edu,2024-03-07 22:05:01.602902,Computer Science,full_time,3.57,72,66,0,92.0,30,21,25,1,5,True,False
STU00253,Samuel,student00253@university.edu,2024-01-17 22:05:01.602904,Computer Science,full_time,3.42,48,45,0,97.5,28,20,21,1,5,True,False
STU00254,Daniel,student00254@university.edu,2025-02-02 22:05:01.602905,Nursing,part_time,3.75,50,47,0,94.5,34,30,32,0,6,False,False
STU00255,Ava,student00255@university.edu,2025-06-20 22:05:01.602907,Engineering,full_time,3.63,86,85,0,94.0,35,28,30,2,5,True,False
STU00256,Jack,student00256@university.edu,2024-06-23 22:05:01.602909,Business,part_time,1.74,51,27,5,57.8,5,18,33,9,1,True,True
STU00257,Aiden,student00257@university.edu,2025-11-04 22:05:01.602910,Business,full_time,3.37,44,40,1,91.5,30,19,22,2,4,False,False
STU00258,Ethan,student00258@university.edu,2024-07-31 22:05:01.602912,Computer Science,full_time,3.24,100,88,2,88.4,23,20,24,3,4,True,False
STU00259,Michael,student00259@university.edu,2025-07-23 22:05:01.602913,Nursing,full_time,3.45,66,62,1,90.7,29,19,21,1,6,True,False
STU00260,Mia,student00260@university.edu,2025-05-28 22:05:01.602915,Computer Science,full_time,3.51,43,40,1,94.6,30,19,22,2,5,False,False
STU00261,Wyatt,student00261@university.edu,2024-09-10 22:05:01.602917,Computer Science,full_time,3.51,56,52,1,84.7,30,20,23,2,4,True,False
STU00262,Lucas,student00262@university.edu,2024-06-05 22:05:01.602918,Nursing,full_time,1.6,65,37,6,49.8,7,13,25,7,0,True,True
STU00263,Madison,student00263@university.edu,2024-06-16 22:05:01.602920,Engineering,full_time,3.23,81,70,2,92.6,24,20,24,2,4,True,False
STU00264,Isabella,student00264@university.edu,2025-04-06 22:05:01.602922,Business,full_time,3.09,70,54,2,82.0,23,23,29,3,4,True,False
STU00265,Ethan,student00265@university.edu,2024-11-20 22:05:01.602923,Engineering,full_time,3.24,58,52,1,93.5,28,21,23,2,5,False,False
STU00266,Lucas,student00266@university.edu,2024-04-30 22:05:01.602925,Liberal Arts,full_time,2.44,46,31,4,67.0,13,18,32,8,0,True,True
STU00267,Avery,student00267@university.edu,2025-04-03 22:05:01.602926,Liberal Arts,full_time,2.24,81,59,4,66.0,2,21,34,8,2,False,True
STU00268,Olivia,student00268@university.edu,2024-09-21 22:05:01.602928,Liberal Arts,part_time,3.41,75,67,1,86.4,32,17,21,0,5,False,False
STU00269,Alexander,student00269@university.edu,2025-12-05 22:05:01.602930,Nursing,part_time,2.58,63,44,4,71.4,17,21,31,6,2,True,True
STU00270,Matthew,student00270@university.edu,2025-04-17 22:05:01.602931,Computer Science,full_time,3.26,41,34,1,89.5,29,25,30,4,4,True,False
STU00271,Evelyn,student00271@university.edu,2025-04-08 22:05:01.602933,Engineering,part_time,3.74,37,37,0,96.9,32,23,24,0,6,True,True
STU00272,Jacob,student00272@university.edu,2025-12-10 22:05:01.602935,Business,full_time,2.1,38,24,5,62.6,7,12,24,6,2,True,True
STU00273,Olivia,student00273@university.edu,2025-08-18 22:05:01.602936,Liberal Arts,part_time,3.54,41,37,1,96.6,35,27,30,3,5,False,False
STU00274,Evelyn,student00274@university.edu,2024-12-06 22:05:01.602938,Engineering,full_time,3.5,58,52,1,86.7,30,23,26,3,4,True,False
STU00275,Alexander,student00275@university.edu,2025-10-11 22:05:01.602940,Liberal Arts,full_time,3.48,15,15,1,97.3,31,18,20,0,5,False,False
STU00276,Sebastian,student00276@university.edu,2025-07-22 22:05:01.602941,Liberal Arts,full_time,3.39,65,57,1,87.1,29,20,23,1,5,False,False
STU00277,Sophia,student00277@university.edu,2025-05-05 22:05:01.602943,Business,full_time,2.91,61,51,2,80.1,25,23,30,7,3,True,False
STU00278,Jack,student00278@university.edu,2025-04-20 22:05:01.602944,Nursing,full_time,3.08,66,60,1,93.6,28,20,24,2,4,True,False
STU00279,Grace,student00279@university.edu,2025-06-21 22:05:01.602946,Computer Science,full_time,3.5,66,56,1,92.9,28,24,27,2,5,True,False
STU00280,Madison,student00280@university.edu,2025-03-08 22:05:01.602948,Nursing,part_time,3.52,45,40,1,90.4,30,28,31,3,5,True,False
STU00281,David,student00281@university.edu,2025-10-13 22:05:01.602949,Engineering,full_time,2.66,42,35,2,79.6,23,26,34,6,3,False,True
STU00282,Aria,student00282@university.edu,2025-05-12 22:05:01.602951,Nursing,full_time,2.99,100,86,2,88.0,28,27,31,5,4,False,False
STU00283,Henry,student00283@university.edu,2024-01-26 22:05:01.602952,Engineering,full_time,2.98,46,39,2,86.8,26,21,27,5,4,True,False
STU00284,David,student00284@university.edu,2024-09-10 22:05:01.602954,Engineering,full_time,3.4,57,47,2,85.0,25,16,20,3,4,True,False
STU00285,Emma,student00285@university.edu,2024-04-14 22:05:01.602956,Computer Science,full_time,3.51,65,58,1,97.6,28,22,24,2,5,True,False
STU00286,Mia,student00286@university.edu,2025-09-01 22:05:01.602957,Business,full_time,3.29,39,34,1,85.6,34,25,29,2,4,True,False
STU00287,Logan,student00287@university.edu,2025-09-07 22:05:01.602959,Computer Science,full_time,3.04,85,70,3,79.0,22,15,20,3,3,True,True
STU00288,Elizabeth,student00288@university.edu,2024-07-22 22:05:01.602961,Nursing,full_time,3.55,69,63,1,87.8,31,16,20,1,5,True,False
STU00289,John,student00289@university.edu,2024-11-25 22:05:01.602962,Engineering,full_time,3.72,98,91,1,90.9,32,18,21,0,5,True,False
STU00290,Emily,student00290@university.edu,2024-11-05 22:05:01.602964,Liberal Arts,part_time,2.17,63,46,5,61.2,11,11,21,4,2,False,True
STU00291,Ella,student00291@university.edu,2024-07-15 22:05:01.602965,Liberal Arts,part_time,3.28,86,78,2,82.5,25,27,34,5,4,False,False
STU00292,Jackson,student00292@university.edu,2024-08-26 22:05:01.602967,Engineering,full_time,3.62,60,52,1,97.2,25,30,34,0,5,True,False
STU00293,Joseph,student00293@university.edu,2024-03-10 22:05:01.602969,Computer Science,full_time,3.4,48,43,1,95.5,28,26,28,1,5,True,False
STU00294,Scarlett,student00294@university.edu,2024-10-04 22:05:01.602970,Business,full_time,2.88,59,54,2,85.4,26,18,23,2,4,True,False
STU00295,Sophia,student00295@university.edu,2025-11-22 22:05:01.602972,Computer Science,full_time,3.59,64,60,1,94.0,27,20,22,0,6,True,False
STU00296,Lucas,student00296@university.edu,2024-05-29 22:05:01.602973,Engineering,full_time,3.52,55,52,1,86.9,29,26,30,2,5,True,True
STU00297,Jacob,student00297@university.edu,2024-02-07 22:05:01.602975,Engineering,full_time,2.98,63,52,2,84.6,25,15,20,2,3,True,False
STU00298,Wyatt,student00298@university.edu,2024-09-13 22:05:01.602977,Business,part_time,3.31,80,71,2,89.3,30,28,31,1,4,False,False
STU00299,Jack,student00299@university.edu,2025-09-23 22:05:01.602978,Nursing,full_time,3.22,52,48,1,89.2,30,19,21,1,5,True,False
STU00300,Riley,student00300@university.edu,2025-07-23 22:05:01.602980,Nursing,full_time,2.27,87,62,4,70.0,17,15,25,5,3,True,True
STU00301,Liam,student00301@university.edu,2025-09-21 22:05:01.602982,Business,full_time,3.26,84,75,2,89.7,30,24,28,2,5,False,False
STU00302,Emma,student00302@university.edu,2025-09-28 22:05:01.602983,Nursing,full_time,3.48,72,68,1,89.5,31,22,24,3,4,False,False
STU00303,Wyatt,student00303@university.edu,2024-09-14 22:05:01.602985,Liberal Arts,full_time,3.65,100,98,0,94.1,34,21,23,1,5,True,False
STU00304,James,student00304@university.edu,2025-12-14 22:05:01.602986,Nursing,full_time,3.14,42,36,1,82.1,26,25,32,2,4,False,False
STU00305,Ava,student00305@university.edu,2025-10-25 22:05:01.602988,Nursing,full_time,3.78,50,50,1,95.8,33,22,24,2,5,True,False
STU00306,Victoria,student00306@university.edu,2024-01-30 22:05:01.602990,Nursing,full_time,3.21,44,39,1,91.4,25,22,28,3,3,True,False
STU00307,Sebastian,student00307@university.edu,2024-09-25 22:05:01.602991,Liberal Arts,full_time,3.79,62,58,0,93.1,36,29,31,0,6,False,False
STU00308,Isabella,student00308@university.edu,2024-09-22 22:05:01.602993,Nursing,full_time,2.19,57,40,5,63.7,11,17,32,7,1,True,False
STU00309,Grace,student00309@university.edu,2024-08-14 22:05:01.602995,Liberal Arts,full_time,2.11,78,54,4,62.9,12,16,26,7,2,False,True
STU00310,Scarlett,student00310@university.edu,2025-11-11 22:05:01.602996,Business,full_time,3.45,65,59,1,89.5,32,24,27,4,5,True,False
STU00311,Evelyn,student00311@university.edu,2025-01-01 22:05:01.602998,Computer Science,full_time,3.57,80,69,0,94.4,30,30,34,0,5,True,False
STU00312,Wyatt,student00312@university.edu,2025-09-11 22:05:01.603000,Business,part_time,2.52,28,20,3,73.7,17,16,23,3,3,False,False
STU00313,Lucas,student00313@university.edu,2025-10-04 22:05:01.603001,Computer Science,full_time,3.23,101,93,1,86.5,26,24,30,4,4,True,False
STU00314,Olivia,student00314@university.edu,2024-06-12 22:05:01.603003,Business,part_time,3.72,88,88,0,97.1,32,26,27,1,5,False,False
STU00315,Alexander,student00315@university.edu,2025-07-14 22:05:01.603004,Computer Science,part_time,2.49,81,54,5,60.7,4,15,25,7,2,True,True
STU00316,Daniel,student00316@university.edu,2025-04-09 22:05:01.603006,Computer Science,full_time,3.19,38,30,2,87.9,24,19,24,3,5,False,True
STU00317,Madison,student00317@university.edu,2024-02-10 22:05:01.603008,Engineering,full_time,2.55,70,48,4,68.6,2,19,32,6,3,False,True
STU00318,Daniel,student00318@university.edu,2024-10-03 22:05:01.603009,Computer Science,part_time,3.64,90,79,1,88.0,32,29,31,0,5,True,False
STU00319,Jack,student00319@university.edu,2025-08-19 22:05:01.603011,Computer Science,full_time,3.02,44,36,1,82.9,25,22,26,3,3,False,False
STU00320,Mia,student00320@university.edu,2025-02-12 22:05:01.603012,Engineering,full_time,3.1,25,23,1,79.0,29,22,25,4,5,False,False
STU00321,Riley,student00321@university.edu,2025-03-22 22:05:01.603014,Nursing,part_time,1.92,57,39,6,59.0,6,12,22,6,1,False,True
STU00322,Mason,student00322@university.edu,2025-10-22 22:05:01.603016,Nursing,full_time,3.76,44,39,1,97.3,32,21,24,1,5,True,False
STU00323,Matthew,student00323@university.edu,2025-04-23 22:05:01.603017,Engineering,full_time,1.83,78,47,5,53.8,8,15,28,7,1,False,True
STU00324,Samuel,student00324@university.edu,2024-11-21 22:05:01.603019,Liberal Arts,full_time,3.65,87,79,0,96.4,32,24,26,1,5,True,False
STU00325,David,student00325@university.edu,2024-11-09 22:05:01.603020,Computer Science,part_time,3.54,90,84,1,94.9,32,29,31,0,5,True,False
STU00326,Alexander,student00326@university.edu,2024-03-31 22:05:01.603022,Computer Science,full_time,2.84,69,61,2,80.2,25,19,23,5,4,False,False
STU00327,Scarlett,student00327@university.edu,2025-02-15 22:05:01.603024,Engineering,full_time,3.17,37,34,1,92.7,27,22,26,1,5,True,False
STU00328,Wyatt,student00328@university.edu,2025-05-22 22:05:01.603025,Engineering,part_time,3.32,54,51,1,92.4,33,21,24,0,4,True,False
STU00329,Elizabeth,student00329@university.edu,2025-04-30 22:05:01.603027,Liberal Arts,full_time,3.21,92,82,1,95.3,31,24,30,1,4,True,False
STU00330,Scarlett,student00330@university.edu,2024-05-16 22:05:01.603029,Nursing,full_time,1.95,66,45,5,56.8,0,18,32,8,2,False,True
STU00331,Elizabeth,student00331@university.edu,2025-10-01 22:05:01.603030,Business,full_time,2.47,54,39,4,67.7,18,22,34,8,2,False,True
STU00332,Avery,student00332@university.edu,2024-10-06 22:05:01.603032,Nursing,full_time,3.46,43,40,1,92.0,30,18,21,2,5,True,False
STU00333,Henry,student00333@university.edu,2025-09-03 22:05:01.603033,Computer Science,full_time,3.82,62,60,0,97.4,38,31,32,1,5,True,False
STU00334,Owen,student00334@university.edu,2024-10-19 22:05:01.603035,Engineering,full_time,2.68,56,43,3,76.9,18,18,25,4,2,True,False
STU00335,Henry,student00335@university.edu,2025-02-12 22:05:01.603036,Liberal Arts,full_time,3.62,54,50,1,100.0,32,24,26,2,5,True,False
STU00336,Liam,student00336@university.edu,2025-09-08 22:05:01.603038,Nursing,part_time,3.47,30,27,0,95.7,33,25,27,0,5,True,False
STU00337,Scarlett,student00337@university.edu,2025-01-14 22:05:01.603040,Liberal Arts,full_time,2.39,27,18,5,66.1,12,15,25,5,1,False,True
STU00338,Lucas,student00338@university.edu,2024-10-06 22:05:01.603041,Nursing,full_time,2.89,54,44,2,80.3,25,21,27,4,4,False,True
STU00339,Grace,student00339@university.edu,2024-09-24 22:05:01.603043,Computer Science,full_time,3.45,30,27,1,86.5,34,23,26,0,5,True,False
STU00340,Matthew,student00340@university.edu,2025-02-10 22:05:01.603045,Business,part_time,3.11,77,65,2,87.4,24,16,21,3,4,False,False
STU00341,Madison,student00341@university.edu,2025-04-10 22:05:01.603046,Liberal Arts,full_time,2.24,48,31,5,62.0,1,19,33,10,2,False,True
STU00342,Noah,student00342@university.edu,2025-07-02 22:05:01.603048,Liberal Arts,full_time,2.65,74,52,4,78.0,14,16,25,5,3,True,False
STU00343,Madison,student00343@university.edu,2024-08-21 22:05:01.603050,Business,full_time,2.03,45,27,5,62.0,12,15,28,7,1,True,True
STU00344,Benjamin,student00344@university.edu,2025-01-14 22:05:01.603051,Liberal Arts,full_time,3.99,66,64,0,98.5,33,29,31,0,5,True,False
STU00345,Abigail,student00345@university.edu,2024-06-21 22:05:01.603053,Liberal Arts,full_time,1.69,65,42,5,58.6,3,12,25,6,1,True,True
STU00346,Wyatt,student00346@university.edu,2025-08-31 22:05:01.603054,Nursing,full_time,2.26,72,48,5,64.1,10,14,23,6,1,False,True
STU00347,Alexander,student00347@university.edu,2024-05-31 22:05:01.603056,Nursing,full_time,3.19,37,31,2,80.4,26,21,26,2,3,False,False
STU00348,Mason,student00348@university.edu,2025-09-25 22:05:01.603058,Business,part_time,1.34,79,45,6,49.8,7,10,22,5,1,False,True
STU00349,Sophia,student00349@university.edu,2025-08-04 22:05:01.603059,Computer Science,full_time,3.28,36,31,2,86.4,27,21,24,4,4,True,False
STU00350,Olivia,student00350@university.edu,2025-07-30 22:05:01.603061,Liberal Arts,full_time,2.79,52,42,2,75.4,18,14,20,2,3,True,False
STU00351,Harper,student00351@university.edu,2025-06-14 22:05:01.603062,Computer Science,full_time,3.43,71,68,1,90.1,29,30,34,0,4,False,False
STU00352,Madison,student00352@university.edu,2024-11-09 22:05:01.603064,Business,part_time,2.9,79,69,2,79.1,23,22,29,3,3,True,False
STU00353,Wyatt,student00353@university.edu,2025-01-19 22:05:01.603066,Business,full_time,3.66,47,43,1,86.5,30,18,22,2,4,True,False
STU00354,James,student00354@university.edu,2024-07-25 22:05:01.603067,Nursing,part_time,3.51,42,39,1,94.8,31,24,27,3,6,True,False
STU00355,Layla,student00355@university.edu,2025-10-07 22:05:01.603069,Liberal Arts,part_time,3.16,50,43,2,86.7,23,22,28,4,4,True,False
STU00356,Michael,student00356@university.edu,2024-06-17 22:05:01.603071,Engineering,full_time,2.86,82,69,2,83.4,24,23,28,2,4,True,False
STU00357,Michael,student00357@university.edu,2025-10-23 22:05:01.603072,Business,full_time,3.5,78,72,0,95.5,31,33,34,0,5,True,False
STU00358,Owen,student00358@university.edu,2024-09-21 22:05:01.603074,Liberal Arts,full_time,2.84,77,64,2,77.8,19,22,29,3,4,True,False
STU00359,Jackson,student00359@university.edu,2025-05-24 22:05:01.603076,Computer Science,full_time,3.95,37,36,0,95.5,34,21,21,0,5,False,False
STU00360,Samuel,student00360@university.edu,2025-08-11 22:05:01.603077,Nursing,full_time,2.08,53,35,5,62.2,11,12,23,5,1,False,True
STU00361,Samuel,student00361@university.edu,2025-11-02 22:05:01.603079,Computer Science,full_time,3.24,86,77,1,85.4,28,20,24,1,4,True,False
STU00362,Camila,student00362@university.edu,2025-08-26 22:05:01.603081,Business,part_time,3.58,52,51,1,92.1,31,32,34,1,4,True,False
STU00363,Layla,student00363@university.edu,2024-02-21 22:05:01.603082,Business,full_time,2.0,94,58,5,58.1,3,13,22,6,1,False,True
STU00364,Mason,student00364@university.edu,2025-06-15 22:05:01.603084,Computer Science,part_time,3.54,83,78,1,87.0,30,31,32,1,5,True,False
STU00365,Sofia,student00365@university.edu,2025-09-11 22:05:01.603086,Business,full_time,3.42,52,46,1,91.7,30,26,30,2,4,True,False
STU00366,Sofia,student00366@university.edu,2024-12-06 22:05:01.603087,Liberal Arts,full_time,3.24,71,61,2,88.4,29,17,20,4,4,False,False
STU00367,Aiden,student00367@university.edu,2024-07-13 22:05:01.603089,Business,part_time,2.48,52,36,4,68.2,13,16,25,7,2,False,True
STU00368,Abigail,student00368@university.edu,2024-12-20 22:05:01.603091,Nursing,full_time,2.87,86,71,3,73.1,20,26,33,4,3,True,False
STU00369,Jackson,student00369@university.edu,2024-01-19 22:05:01.603092,Liberal Arts,full_time,2.67,39,29,4,64.4,21,23,34,8,3,True,True
STU00370,Madison,student00370@university.edu,2025-03-09 22:05:01.603094,Engineering,full_time,3.56,31,29,1,96.8,30,26,29,6,4,True,False
STU00371,Logan,student00371@university.edu,2025-06-03 22:05:01.603095,Business,full_time,1.71,46,28,5,56.7,7,10,21,5,1,True,True
STU00372,Penelope,student00372@university.edu,2025-06-03 22:05:01.603097,Business,full_time,2.78,98,77,3,75.6,20,20,28,5,2,True,False
STU00373,Madison,student00373@university.edu,2024-02-17 22:05:01.603099,Nursing,full_time,2.16,24,15,4,59.5,12,11,20,6,1,True,True
STU00374,Ava,student00374@university.edu,2025-09-13 22:05:01.603100,Nursing,full_time,3.71,75,73,1,90.1,31,29,30,1,5,True,False
STU00375,Wyatt,student00375@university.edu,2024-02-12 22:05:01.603102,Computer Science,part_time,1.96,30,17,5,63.3,12,16,28,8,1,True,True
STU00376,Evelyn,student00376@university.edu,2025-10-15 22:05:01.603104,Computer Science,full_time,3.06,46,40,2,90.8,25,21,26,3,4,False,False
STU00377,Noah,student00377@university.edu,2024-03-21 22:05:01.603105,Computer Science,part_time,3.7,53,53,0,92.8,31,27,30,1,5,True,False
STU00378,Scarlett,student00378@university.edu,2025-10-25 22:05:01.603107,Nursing,full_time,3.05,36,31,1,92.4,26,26,32,4,5,True,False
STU00379,Riley,student00379@university.edu,2024-11-07 22:05:01.603108,Computer Science,full_time,3.0,67,53,3,77.4,21,21,29,6,2,False,True
STU00380,Harper,student00380@university.edu,2025-12-10 22:05:01.603110,Computer Science,full_time,1.76,59,37,5,64.5,8,11,21,5,1,True,True
STU00381,Carter,student00381@university.edu,2024-09-05 22:05:01.603112,Engineering,full_time,2.76,33,25,4,73.2,20,21,33,6,3,False,True
STU00382,Logan,student00382@university.edu,2024-04-20 22:05:01.603113,Computer Science,part_time,3.14,59,50,2,86.3,25,20,25,1,4,True,False
STU00383,Jackson,student00383@university.edu,2024-02-02 22:05:01.603115,Business,full_time,3.37,91,87,1,98.1,31,24,27,1,5,False,False
STU00384,Avery,student00384@university.edu,2024-06-29 22:05:01.603116,Nursing,full_time,3.18,42,35,2,87.1,27,26,34,5,4,True,False
STU00385,Owen,student00385@university.edu,2024-11-05 22:05:01.603118,Liberal Arts,full_time,3.52,41,41,0,96.3,33,20,21,1,6,True,False
